1	1001_осеннее_селфи_78fc3d1f1e1c0e1e.jpg	bad	лист_и_телефон_на_лице
2	1002_осеннее_селфи_242707060603ffff.jpg	bad	лист_на_лице
3	1006_осеннее_селфи_c343610162c7cfcf.jpg	bad	закрытые_глаза
4	1011_летнее_селфи_000706aeef8f077f.jpg	bad	очки
5	1013_летнее_селфи_030303071f7c7b07.jpg	ok	брак
6	1014_летнее_селфи_1c1901133f3e19c3.jpg	bad	предмет_на_лице
7	1016_летнее_селфи_0c08183c3878f0cf.jpg	ok	брак
8	1017_летнее_селфи_fb91e3c7c7c7c7c0.jpg	bad	второй_человек
9	1018_летнее_селфи_898181936fd7e73f.jpg	bad	маска
10	1020_летнее_селфи_87c7c7222303bfff.jpg	bad	закрытые_глаза
11	1021_летнее_селфи_c0403878f8f64180.jpg	ok	брак
12	1023_селфи_в_машине_0080e0754c003fff.jpg	bad	второй_человек
13	1025_селфи_в_машине_0e3c307c78303070.jpg	bad	мелкое_лицо
14	1027_селфи_в_машине_0e3030701f1f1f3f.jpg	bad	очки
15	1028_селфи_в_машине_1e1f3b393f190800.jpg	bad	очки
16	1029_селфи_в_машине_00701404fcf8f9ff.jpg	bad	очки
17	1030_селфи_в_машине_ffff00e0c08080ff.jpg	bad	отражение_мелкое_лицо
18	1031_селфи_в_машине_9f1f3f0c1c1c0c00.jpg	bad	очки
19	1032_селфи_в_машине_87e381e1f8e0e6fe.jpg	bad	очки
20	1033_селфи_в_машине_011129f8f8f8e094.jpg	bad	очки
21	1034_селфи_в_машине_f8f9e1c0802113ff.jpg	bad	отражение_мелкое_лицо
22	1037_селфи_в_машине_7901043cfaf1f1c1.jpg	ok	брак
23	1038_селфи_в_машине_040e18a0b8d8efff.jpg	ok	брак
24	1039_селфи_в_машине_020e0c2d437d7d7b.jpg	ok	брак
25	1040_селфи_в_машине_d7c378181101b3ff.jpg	bad	очки
26	1042_селфи_в_машине_87878199f9c1e1f9.jpg	bad	очки
27	1043_селфи_в_машине_98f008006021ffff.jpg	bad	отражение_мелкое_лицо
28	1045_селфи_в_машине_e0e0e858143f3e03.webp	bad	рука_на_лице
29	1046_селфи_в_машине_0c0783830787ffff.jpg	bad	мужчина
30	1047_девушка_эстетика_ffdf81899991c3e7.jpg	bad	водяной_знак
31	1051_девушка_эстетика_c0c30b8ce0f2ffff.jpg	bad	телефон_на_лице
32	1052_девушка_эстетика_e7ffcfc0f8f080c0.jpg	bad	профиль
33	1057_девушка_эстетика_c3c3c300c7e7e147.jpg	bad	рука_на_лице
34	1062_девушка_тумблер_7f3e3e3e3e3e3e22.jpg	ok	брак
35	1065_девушка_тумблер_8040c0e0e0e4e6fe.jpg	bad	лица_нет
36	1067_девушка_тумблер_8c99dbe498b8b0df.jpg	ok	брак
37	1070_девушка_тумблер_300000001a3f3f8f.jpg	bad	гримаса
38	1071_девушка_тумблер_c7c7c7c3c3c3c3c3.jpg	bad	очки
39	1072_девушка_тумблер_f8f0105e7f1f0f06.jpg	ok	брак
40	1073_девушка_тумблер_701081e3f3c3c1d9.jpg	bad	предмет_на_лице
41	1076_эстетика_фото_девушка_ff028111383c00c0.jpg	bad	закрытые_глаза
42	1080_эстетика_фото_девушка_f63cccddcf66f0e0.jpg	bad	предмет_на_лице
43	1083_альтушка_фото_8381c0c0d8f8f8f9.jpg	bad	тяжелый_фильтр
44	1085_альтушка_фото_0090d8f878736307.jpg	bad	волосы_через_лицо
45	1086_альтушка_фото_ffdf1e190901623f.jpg	bad	одежда_на_лице
46	1093_альтушка_фото_818181c0c0c9ffff.jpg	bad	рука_на_лице
47	1095_альтушка_фото_0000e0c185bdfdf9.jpg	bad	мелкое_лицо
48	1098_альтушка_фото_33011c1c1c1f1913.jpg	bad	волосы_через_лицо
49	1104_альтушка_фото_004041033f7f7e7e.jpg	bad	одежда_на_лице
50	1109_девушка_в_свитере_0083f3f1fdcf871f.jpg	bad	лица_нет
51	1110_девушка_в_свитере_01353d7d7f1f0707.jpg	bad	студия
52	1111_девушка_в_свитере_0d2d7d6d7dcdc0e1.jpg	bad	профиль
53	1112_девушка_в_свитере_0000e6fffefcd000.jpg	bad	студия
54	1113_девушка_в_свитере_c3e060c0c1c7c7e7.jpg	bad	закрытые_глаза
55	1114_девушка_в_свитере_3c1c1c3fffe3c000.jpg	ok	брак
56	1116_девушка_в_свитере_00e3f3f3f3f3f3ff.jpg	bad	водяной_знак
57	1117_девушка_в_свитере_cec6c64e4c444454.jpg	ok	брак
58	1119_девушка_в_свитере_81c1c1e0e3e3e7ff.jpg	bad	одежда_на_лице
59	1120_девушка_в_свитере_2fefffffe7e7e7e7.jpg	bad	водяной_знак
60	1121_девушка_в_свитере_c0c0c0e880c0f4fe.jpg	ok	брак
61	1125_девушка_в_свитере_c18181bcbcd9c3e7.jpg	ok	брак
62	1127_девушка_в_свитере_00000000c2efe7ef.jpg	bad	одежда_на_лице
63	1128_девушка_в_свитере_008fe7efcfcfcfdf.jpg	bad	водяной_знак
64	1130_девушка_в_свитере_4563434107161ecf.jpg	bad	закрытые_глаза
65	1131_девушка_в_кофейне_3c183c3e78f0e0ff.jpg	ok	брак
66	1132_девушка_в_кофейне_ffff8e44989090f0.jpg	ok	брак
67	1133_девушка_в_кофейне_3c0b070f1f9f1f87.jpg	bad	профиль
68	1134_девушка_в_кофейне_e1e1f3c32067f7ff.jpg	bad	очки
69	1136_девушка_в_кофейне_00fef8e0f478f0e0.jpg	bad	мелкое_лицо
70	1137_девушка_в_кофейне_9f9b800307cf0fe3.jpg	ok	брак
71	1138_девушка_в_кофейне_00001f1b3b3b0300.jpg	ok	брак
72	1139_девушка_в_кофейне_fffffc3838220000.jpg	bad	очки
73	1140_девушка_в_кофейне_ff7e7c7c98888080.jpg	ok	брак
74	1141_девушка_в_кофейне_687a3a3c0cc8eb83.jpg	bad	закрытые_глаза
75	1144_девушка_в_кофейне_3d050901113f1e3f.jpg	bad	стрелки_логотип
76	1145_девушка_в_кофейне_083c38fc383e3e0e.jpg	bad	второй_человек
77	1146_девушка_в_кофейне_fef4f0fcb0f87870.jpg	bad	мелкое_лицо
78	1147_девушка_в_кофейне_7f7f9c9018189898.jpg	ok	брак
79	1148_девушка_в_кофейне_00fe7e7c3ca0b303.jpg	bad	очки
80	1149_девушка_в_кофейне_ffff18f0f8c80000.jpg	bad	водяной_знак
81	1150_девушка_в_кофейне_047e7f7b7218189e.jpg	ok	брак
